Rechecked.By,Incident.Date,State,City.Or.County,Address,Outcome,Participant.Name,Participant.Gender,Response.Type,Detail,News.Source
Nadia,2023-01-25T00:00:00Z,Texas,Dallas,2540 Bahama Dr,Injured,Officer,N/A,Police Self-transfer,"""NBC 5's crews captured video of hospital staff leading a wounded officer into a Dallas Police squad car before being driven away.""",https://www.nbcdfw.com/news/local/dallas-police-respond-to-officer-involved-shooting-near-kessler-park/3178507/
Nadia,2021-02-18T00:00:00Z,Texas,Dallas,5300 block of Bonita Ave,Injured,Officer,N/A,Ambulance,"video 0:53-0:58 says ""fire department [...] aided in getting the two officers to safety""",https://www.nbcdfw.com/news/local/2-dallas-officers-shot-in-old-east-dallas-police/2556461/
Nadia,2021-02-18T00:00:00Z,Texas,Dallas,5300 block of Bonita Ave,Injured,Officer,N/A,Ambulance,"video 0:53-0:58 says ""fire department [...] aided in getting the two officers to safety""",https://www.nbcdfw.com/news/local/2-dallas-officers-shot-in-old-east-dallas-police/2556461/
Jessy,2020-11-05T00:00:00Z,Texas,Dallas,700 block of Elm St,Injured,Officer,N/A,Unknown,"The DART officers found the wounded El Centro officer, who was taken to Baylor Hospital just up the road. He was in stable condition. This is most likely a police transport but could not be 100% sure.",https://www.foxnews.com/us/el-centro-college-police-officer-shot-downtown-dallas
Jessy,2018-08-17T00:00:00Z,Texas,Dallas,4000 block of N Jim Miller Rd,Injured,N/A,male,Police Self-transfer,Police rushed the wounded officer to Baylor University Medical Center at Dallas.,https://www.dallasnews.com/news/crime/2018/08/17/wounded-dallas-police-officer-released-from-hospital-after-shootout-that-killed-17-year-old/
Jessy,2024-03-14T00:00:00Z,Texas,Dallas,3200 block of Easter Ave,Injured,Officer Tyler Morris,male,Unknown,Officers responded and provided care until the wounded officer was taken into hospital. But unclear how he was transported.,https://www.wfaa.com/article/news/crime/dallas-officer-shot-while-following-suspect-vehicle-police-say/287-c7177a86-7ffe-4985-9c9e-d54ccfd4f9a4
Jessy,2021-11-08T00:00:00Z,Texas,Dallas,9857 Audelia Rd,Injured,N/A,male,Unknown,,
Jessy,2020-05-18T00:00:00Z,Texas,Dallas,511 Highcrest Dr,Injured,SWAT Officer,male,Unknown,,
Jessy,2020-05-16T00:00:00Z,Texas,Dallas,2100 block of S Westmoreland Rd,Injured,Officer,N/A,Unknown,,
Jessy,2020-01-11T00:00:00Z,Texas,Dallas,9191 S Polk St,Injured,N/A,female,Unknown,,
Jessy,2023-11-16T00:00:00Z,Texas,Dallas,9900 block of Adleta Blvd,Injured,Officer Edgar Morales,male,Unknown,,https://dpdbeat.com/2023/11/16/ois-in-9900-block-of-adleta-boulevard/
Jessy,2023-09-14T00:00:00Z,Texas,Dallas,4847 Scyene Rd,Injured,Derek Williams,male,Unknown,,
Jessy,2023-08-09T00:00:00Z,Texas,Dallas,2400 block of W Northwest Hwy,Injured,Officer Nathaniel Chapman,male,Police Self-transfer,"""Officers arrived to his aid and were able to take to the hospital by vehicle.""",https://www.nbcdfw.com/news/local/undercover-dallas-police-officer-shot-car-stolen/3312943/
Nadia,2021-12-27T00:00:00Z,Colorado,Denver,56 Broadway,Injured,Agent Ashley Ferris,female,Unknown,not seeing evidence of police or ambulance transport,https://abc11.com/denver-shooting-spree-4-killed-colorado-shootings/11396200/
Nadia,2021-05-09T00:00:00Z,Colorado,Denver,4200 block of Alcott St,Injured,N/A,male,Ambulance,"""Paramedics responded quickly and took the wounded officer to Denver Health""",https://www.cbsnews.com/colorado/news/denver-officer-shot-suspect-loose/
Jessy,2019-01-27T00:00:00Z,Colorado,Denver,600 block of Inca St,Injured,Officer Richard Jamarillo,male,Ambulance,4:24 in video stated the officers were taken by ambulance,https://www.denver7.com/news/crime/two-denver-police-officers-injured-after-shots-fired-at-6th-ave-and-inca-st
Jessy,2019-01-27T00:00:00Z,Colorado,Denver,600 block of Inca St,Injured,Officer Steve Gameroz,male,Ambulance,4:24 in video stated the officers were taken by ambulance,https://www.denver7.com/news/crime/two-denver-police-officers-injured-after-shots-fired-at-6th-ave-and-inca-st
Jessy,2018-10-28T00:00:00Z,Colorado,Denver,4800 block of W 10th Ave,Injured,Officer,male,Ambulance,"""When officers and responding paramedics arrived, they found a woman in front of a house who had been shot. As officers and medics were helping that woman, DPD said Ruff shot at them. One officer was hit in the leg and DPD officers fired back.""",https://www.denver7.com/news/crime/dpd-officer-shot-early-sunday-morning-sustained-non-life-threatening-injuries
Jessy,2022-11-28T00:00:00Z,Colorado,Denver,490 W Colfax Ave,Injured,N/A,male,Police Self-transfer,"""The wounded trooper, identified as a sergeant was conveyed to Sinai-Grace Hospital by units on the scene.""",https://www.motorcity911.com/dispatch-audio-undercover-michigan-state-trooper-shot-2-suspects-in-custody-on-detroits-nw-side/?fbclid=IwAR3vimNguZQ7wIdVzTsWrL7jXpBvOevrdKWDEGKWUnR-JdeZn8VUARVjhVQ
Jessy,2020-07-27T00:00:00Z,Colorado,Denver,4700 block of Argonne St,Injured,N/A,N/A,Police Self-transfer,Numerous Denver and Aurora police officers responded to theshooting scene after the shots ceased and assisted in transporting Officers Iske and Jerothe to University Hospital for treatment of their gunshot wounds.,https://www.denverda.org/wp-content/uploads/2020/10/100820-Dontari-Hudson-OIS-DECISION-LTR-FINAL.pdf
Jessy,2020-07-27T00:00:00Z,Colorado,Denver,4700 block of Argonne St,Injured,N/A,N/A,Police Self-transfer,Numerous Denver and Aurora police officers responded to theshooting scene after the shots ceased and assisted in transporting Officers Iske and Jerothe to University Hospital for treatment of their gunshot wounds.,https://www.denverda.org/wp-content/uploads/2020/10/100820-Dontari-Hudson-OIS-DECISION-LTR-FINAL.pdf
Jessy,2021-11-09T00:00:00Z,Colorado,Denver,W Kentucky Ave and S Knox Ct,Injured,N/A,male,Unknown,,
Jessy,2018-06-13T00:00:00Z,Colorado,Denver,551 E Colfax Ave,Injured,Officer Travis Lloyd,male,Police Self-transfer,"""He applied a tourniquet to Lloyd’s leg as they waited for medical treatment.""",https://www.denverpost.com/2018/06/18/colfax-officer-involved-shooting/
Jessy,2023-12-20T00:00:00Z,Colorado,Denver,85 Leona Dr,Injured,Deputy,N/A,Unknown,,https://www.9news.com/article/news/crime/sheriffs-deputy-injured-shooting-adams-county/73-acd64845-e1b8-40cf-bd3a-b47034602dda
Jessy,2023-06-07T00:00:00Z,Colorado,Denver,2601 N Zuni St,Injured,Officer,male,Police Self-transfer,"""The officer then called for backup, who took the suspect into custody and transported him to Denver Health...The officer was also taken to the hospital after three gunshots hit his bulletproof vest but did not penetrate his body.""",https://www.9news.com/article/news/crime/denver-police-bodycam-video-officer-involved-shootings/73-23b28167-e53c-4222-b4b4-180457d54a60
Jessy,2023-06-07T00:00:00Z,Colorado,Denver,MLK Jr Blvd and Forest St,Injured,Officer,male,Police Self-transfer,13:36 in video.,https://www.youtube.com/watch?v=hchH6iKxjCc&t=817s
Nadia,2024-01-11T00:00:00Z,Michigan,Detroit,12900 block of Burt Rd,Injured,Officer,male,Police Self-transfer,"1:07 in the video stated, ""..., his fellow officer on the scene rushing him to Sinai Grace hospital.""",https://www.youtube.com/watch?v=Qy7ECnkrdm4
Nadia,2023-03-10T00:00:00Z,Michigan,Detroit,10205 Outer Dr W,Injured,Trooper,N/A,Police Self-transfer,Both troopers were transported by other officers to Sinai Grace Hospital.,https://www.clickondetroit.com/news/local/2023/03/10/2-michigan-state-police-troopers-injured-during-raid-on-detroits-west-side/
Nadia,2023-03-10T00:00:00Z,Michigan,Detroit,10205 Outer Dr W,Injured,Trooper Sergeant,N/A,Police Self-transfer,Both troopers were transported by other officers to Sinai Grace Hospital.,https://www.clickondetroit.com/news/local/2023/03/10/2-michigan-state-police-troopers-injured-during-raid-on-detroits-west-side/
Nadia,2022-09-18T00:00:00Z,Michigan,Detroit,14900 block of Prevost St,Injured,Officer,male,Ambulance,DEMS Medic 5 responded.,https://www.facebook.com/TheDetroitScanner/posts/5891501947540478
Nadia,2022-09-27T00:00:00Z,Michigan,Detroit,14047 Riverview St,Injured,Sergeant Devin Kachar,male,Police Self-transfer,"""conveyed to Sinai-Grace Hospital by units on the scene""",https://www.motorcity911.com/dispatch-audio-undercover-michigan-state-trooper-shot-2-suspects-in-custody-on-detroits-nw-side/?fbclid=IwAR3vimNguZQ7wIdVzTsWrL7jXpBvOevrdKWDEGKWUnR-JdeZn8VUARVjhVQ
Nadia,2022-07-06T00:00:00Z,Michigan,Detroit,14725 Joy Rd,Killed,Officer Loren Courts,male,Police Self-transfer,"""The officer was conveyed by other DPD Scouts to the hospital """,https://www.facebook.com/TheDetroitScanner/posts/5682468755110466
Nadia,2021-04-20T00:00:00Z,Michigan,Detroit,20400 block of Hanna St,Injured,N/A,male,Police Self-transfer,"""scout conveying the wounded officer to DRH""",https://www.facebook.com/TheDetroitScanner/posts/4310351018988920
Nadia,2019-11-20T00:00:00Z,Michigan,Detroit,20040 block of Wyoming Ave,Injured,Officer Phillippe Batoum-Bisse,male,Police Self-transfer,"video 1:27-1:31 says both officers ""rushed to Sinai Grace Hospital in police cars""",https://www.wxyz.com/news/detroit-police-officers-shot-on-citys-west-side-injuries-currently-unknown
Nadia,2019-11-20T00:00:00Z,Michigan,Detroit,20040 block of Wyoming Ave,Killed,Officer Rasheen McClain,male,Police Self-transfer,"video 1:27-1:31 says both officers ""rushed to Sinai Grace Hospital in police cars""",https://www.wxyz.com/news/detroit-police-officers-shot-on-citys-west-side-injuries-currently-unknown
Nadia,2021-09-09T00:00:00Z,Michigan,Detroit,Birwood St and Cambridge Ave,Injured,N/A,N/A,Ambulance,"""As you know, our officers immediately go into life-saving mode, they were thinking about transporting him,"" White said. ""But EMS arrived on the scene and he was safely transported to the hospital.""",https://www.fox2detroit.com/news/detroit-police-officer-grazed-by-bullet-man-hit-twice-after-bystander-opens-fire-in-ambush?utm_campaign=trueAnthem_manual&utm_medium=trueAnthem&utm_source=facebook&fbclid=IwZXh0bgNhZW0CMTEAAR2vZHfXeJZny_pTbi2Ghdo8g4_9lC7YN7Rb6lgJURHAKBvGLtfLWyB243k_aem_MQINNZbeC-eDUgAVHTt2Pg
Nadia,2019-05-18T00:00:00Z,Michigan,Detroit,Florence St and Greenfield Rd,Injured,Officer Mario Rodriguez,male,Police Self-transfer,"In the second part of this podcast, around 6:29, he explained that the hospital is only three blocks down. He was the jump man in the case. So possibly one of his colleagues drove him down there.",https://gameofcrimespodcast.com/mario-rodriguez-survives-being-shot-but-doesnt-get-justice/
Nadia,2020-03-06T00:00:00Z,Michigan,Detroit,1301 3rd Ave,Injured,Officer,female,Unknown,Unsure how she was transported.,https://www.gunviolencearchive.org/sites/default/files/source-screenshots/1635221-www.detroitnews.com-1583546410.png
Jessy,2023-08-11T00:00:00Z,Michigan,Detroit,Whitehill St and Morang Ave,Injured,Officer,male,Police Self-transfer,"0:48 in this video, ""and he was taken to the hospital in a patrol car.""",https://www.youtube.com/watch?v=UKsGjxO32b4
Nadia,2022-12-17T00:00:00Z,Texas,Houston,4505 Main St,Injured,N/A,male,Ambulance,"""Paramedics also transported the METRO officer who suffered an injury to his knee.""",https://pwehelp.houstontx.gov/police/nr/2022/dec/nr221219-08.htm
Nadia,2022-06-18T00:00:00Z,Texas,Houston,12801 Roydon Dr,Injured,Officer Sabeh Salameh,male,Ambulance,Other responding HPD officers provided medical assistance. Houston Fire Department paramedics responded to the scene and transported Officer Salameh to the hospital.,https://www.houstontx.gov/police/nr/2022/jun/nr220621-06.htm
Nadia,2022-01-17T00:00:00Z,Texas,Houston,5300 block of Washington Ave,Killed,Deputy Amanda Crowder,female,Ambulance,"Likely suicide. Suffered a possible self-inflicted gunshot wound. The boyfriend, who is reportedly an HFD firefighter, pulled over in front of the Houston Fire Department - Station 6, which is located at 3402 Washington Ave; and then transported her to the hospital through ambulance.",https://www.click2houston.com/news/local/2022/01/17/deputy-sustains-possible-self-inflicted-gunshot-wound-during-argument-with-boyfriend-an-hfd-firefighter-authorities/
Jessy,2021-10-16T00:00:00Z,Texas,Houston,4477 North Fwy,Killed,Deputy Kareem Atkins,male,Unknown,appeared to have been killed at the scene,https://www.odmp.org/officer/25615-deputy-constable-kareem-anthony-atkins
Jessy,2021-09-20T00:00:00Z,Texas,Houston,5350 Aeropark Dr,Killed,"Senior Police Officer William ""Bill"" Jeffrey",male,Ambulance,"Both Vance and Jeffrey were transported to Memorial Herman, one via Life Light and the other by ambulance. According to Houston Mayor Sylvester Turner, Jeffrey was killed in the shooting. Vance is in surgery and expected to recover. We mark this one as ambulance and the other case as other (Life Flight).",https://www.click2houston.com/news/local/2021/09/20/2-officers-shot-in-northeast-houston-police-say/
Jessy,2020-10-20T00:00:00Z,Texas,Houston,2626 Holly Hall St,Injured,Officer Courtney Waller,male,Ambulance,"""HFD ambulances arrived, transporting Preston and Waller to Memorial Hermann Hospital""",https://abc13.com/houston-police-officers-shot-hpd-sergeant-harold-preston-courtney-waller-department/7186259/
Jessy,2020-10-20T00:00:00Z,Texas,Houston,2626 Holly Hall St,Killed,Sgt. Harold Preston,male,Ambulance,"""HFD ambulances arrived, transporting Preston and Waller to Memorial Hermann Hospital""",https://abc13.com/houston-police-officers-shot-hpd-sergeant-harold-preston-courtney-waller-department/7186259/
Jessy,2020-10-16T00:00:00Z,Texas,Houston,Seamist Dr and W 18th St,Killed,Lemuel Bruce,male,Ambulance,Found and transported by paramedics (video 1:45),https://abc13.com/lemuel-bruce-arson-investigator-killed-houston-fire-department-hfd-shooting-shot/7071982/
Jessy,2020-07-07T00:00:00Z,Texas,Houston,13875 Ella Blvd,Injured,Deputy Christopher Hendrix,male,Ambulance,~0:32 shows an ambulance rushing away from the scene,https://abc13.com/mental-health-shooting-vet-shot-and-killed-by-deputy-man/6304948/
Prachi,2019-12-07T00:00:00Z,Texas,Houston,7400 block of Avenue L,Killed,Sergeant Christopher Brewster,male,Ambulance,"""Sgt. Brewster is placed in ambulance and rushed to Memorial Hermann-Texas Medical Center.""",https://abc13.com/hpd-officer-shot-sgt-killed-houston-police/5739637/
Jessy,2019-12-03T00:00:00Z,Texas,Houston,17000 Aldine Westfield Rd,Injured,Officer,male,Ambulance,"""...officers had one on hand to help stop the bleeding before paramedics arrived on scene.""",https://www.khou.com/article/news/local/houston-police-officer-rushed-to-hospital-after-accidentally-shooting-himself-during-training/285-12b49da4-1365-4330-bfac-8446db4f3dbc
Jessy,2019-09-12T00:00:00Z,Texas,Houston,5820 Scott St,Injured,Officer Taylor Roccaforte,male,Ambulance,"""He has been transported to @memorialhermann by @HoustonFire.""",https://abc13.com/shooting-houston-police-officer-shot-hpd/5536540/
Jessy,2019-08-21T00:00:00Z,Texas,Houston,13700 block of Fondren,Injured,Deputy Quinton Goodwill,male,Ambulance,"video 0:29, officer on a stretcher",https://abc13.com/deputy-constable-shot-shooting-in-houston-quinton-goodwill-harris-county-precinct-7/5485201/
Jessy,2019-01-28T00:00:00Z,Texas,Houston,7815 Harding St,Injured,Officer,male,Others,"Five officers in total got injured but only three of them were shot. The tenth video (1:03) did mention that two of the five were flown and three were taken by ambulances. If two were flown then at least one was taken by an ambulance. Thus, we will say one officer was transported by an ambulance.",https://www.fox26houston.com/news/sergeant-who-sustained-knee-injury-during-shooting-released-from-hospital
Jessy,2019-01-28T00:00:00Z,Texas,Houston,7815 Harding St,Injured,Officer,male,Others,"Five officers in total got injured but only three of them were shot. The tenth video (1:03) did mention that two of the five were flown and three were taken by ambulances. If two were flown then at least one was taken by an ambulance. Thus, we will say one officer was transported by an ambulance.",https://www.fox26houston.com/news/sergeant-who-sustained-knee-injury-during-shooting-released-from-hospital
Jessy,2019-01-28T00:00:00Z,Texas,Houston,7815 Harding St,Injured,Officer,N/A,Ambulance,"Five officers in total got injured but only three of them were shot. The tenth video (1:03) did mention that two of the five were flown and three were taken by ambulances. If two were flown then at least one was taken by an ambulance. Thus, we will say one officer was transported by an ambulance.",https://www.fox26houston.com/news/sergeant-who-sustained-knee-injury-during-shooting-released-from-hospital
Jessy,2018-12-11T00:00:00Z,Texas,Houston,5013 Hartwick Rd,Injured,Captain Wes Hensley,male,Ambulance,0:03 an ambulance arriving while other police officers are tending to the injured,https://www.nbcdfw.com/news/local/3-law-enforcement-officers-injured-in-houston-shooting-gunman-at-large/260269/
Jessy,2018-12-11T00:00:00Z,Texas,Houston,5013 Hartwick Rd,Injured,Sergeant James Smejkal,male,Ambulance,0:03 an ambulance arriving while other police officers are tending to the injured,https://www.nbcdfw.com/news/local/3-law-enforcement-officers-injured-in-houston-shooting-gunman-at-large/260269/
Jessy,2018-12-11T00:00:00Z,Texas,Houston,5013 Hartwick Rd,Injured,Sergeant Mark Rychen,male,Ambulance,0:03 an ambulance arriving while other police officers are tending to the injured,https://www.nbcdfw.com/news/local/3-law-enforcement-officers-injured-in-houston-shooting-gunman-at-large/260269/
Prachi,2018-09-11T00:00:00Z,Texas,Houston,300 block of North Vista Dr,Injured,Agent,male,Others,Shot on hand and treated at the scene.,https://www.chron.com/news/houston-texas/houston/article/DPS-trooper-shot-in-hand-at-at-north-Harris-13222315.php
Jessy,2023-12-02T00:00:00Z,Texas,Houston,7000 block of Harwin Dr,Injured,Sgt Mauricio Valle,male,Ambulance,"""Houston Fire Department paramedics pronounced the suspect deceased at the scene and transported the sergeant to the hospital, where he remains in stable condition.""",https://cityofhouston.news/investigation-into-fatal-shooting-incident-at-7000-harwin-drive/
Jessy,2023-11-11T00:00:00Z,Texas,Houston,5201 Southwest Fwy,Injured,Officer John Gibson,male,Ambulance,The injured office can be seen being treated by paramedics in the 4th video.,https://abc13.com/officer-john-gibson-shot-jafeth-torres-diaz-killed-by-police-hpd-shootout-southwest-freeway-shooting/14075595/
Jessy,2022-05-04T00:00:00Z,Texas,Houston,14300 Gulf Fwy,Injured,Officer J Sallee,male,Others,Transported by private vehicle,https://www.houstontx.gov/police/nr/2022/may/nr050522-1.htm
Jessy,2022-01-23T00:00:00Z,Texas,Houston,9100 block of Beechnut St,Killed,Deputy Corporal Charles Galloway,male,Others,Colleagues arrived mins before HFD which arrived 20 mins after the shooting. CFD found him dead at the scene.,https://www.khou.com/article/news/crime/what-happened-cprl-galloway-killed/285-daf0d624-e629-4b70-845f-6e2ece2dca5f
Jessy,2021-09-20T00:00:00Z,Texas,Houston,5350 Aeropark Dr,Injured,Sgt Michael Vance,male,Others,"Both Vance and Jeffrey were transported to Memorial Herman, one via Life Light and the other by ambulance. According to Houston Mayor Sylvester Turner, Jeffrey was killed in the shooting. Vance is in surgery and expected to recover. We mark this one as other (Life Flight) and the other case as ambulance.",https://www.click2houston.com/news/local/2021/09/20/2-officers-shot-in-northeast-houston-police-say/
Jessy,2021-07-14T00:00:00Z,Texas,Houston,1504 Ben Taub Loop,Injured,Deputy,N/A,Others,The shot happened in a hospital,https://www.click2houston.com/news/local/2021/07/14/hcso-deputy-shot-in-hand-inside-specialty-clinic-at-ben-taub-after-prisoner-grabs-gun-during-attempted-escape-officials-say/
Jessy,2020-12-16T00:00:00Z,Texas,Houston,Bell St and Collier St,Killed,Officer,female,Others,Suicide,https://abc13.com/houston-isd-police-officer-dies-by-suicide-national-prevention-lifeline-phone-number-warning-signs/8842300/
Jessy,2019-09-27T00:00:00Z,Texas,Houston,14807 Willancy Ct,Killed,Deputy Sandeep Dhaliwal,male,Others,Life flight,https://abc13.com/sikh-deputy-killed-shot-murdered-harris-county/5573573/
Jessy,2019-01-28T00:00:00Z,Texas,Houston,7815 Harding St,Injured,Officer Gerald Goines,male,Others,"Five officers in total got injured but only three of them were shot. The tenth video (1:03) did mention that two of the five were flown and three were taken by ambulances. If two were flown then at least one was taken by an ambulance. Thus, we will say one officer was transported by an ambulance.",https://www.fox26houston.com/news/sergeant-who-sustained-knee-injury-during-shooting-released-from-hospital
Jessy,2019-01-28T00:00:00Z,Texas,Houston,7815 Harding St,Injured,Officer Steven Bryant,male,Others,"Five officers in total got injured but only three of them were shot. The tenth video (1:03) did mention that two of the five were flown and three were taken by ambulances. If two were flown then at least one was taken by an ambulance. Thus, we will say one officer was transported by an ambulance.",https://www.fox26houston.com/news/sergeant-who-sustained-knee-injury-during-shooting-released-from-hospital
Jessy,2019-06-29T00:00:00Z,Texas,Houston,10100 block of Forum Park Dr,Injured,Officer Jasmine Selle,female,Police Self-transfer,0:57 another police drove the officer wounded by a gunshot to the hospital.,https://www.khou.com/article/news/crime/houston-police-officer-lucky-to-be-alive-after-deadly-shootout/285-59d0e714-a205-4579-bf49-19124117a5d7
Jessy,2023-11-07T00:00:00Z,Texas,Houston,18800 block of Tomball Pkwy,Injured,Deputy Christian Villanueva,male,Unknown,The K9 deputy requested EMS to transport the suspect but it remains unclear how the grazed officer is transported.,https://www.bitchute.com/video/Qy1LIWcZKFRV/
Jessy,2022-03-31T00:00:00Z,Texas,Houston,2929 FM 1960,Killed,Deputy Darren Almendarez,male,Unknown,,https://www.khou.com/article/news/crime/harris-county-deputy-shot-grocery-store-parking-lot-1960-aldine-westfield/285-6a1687ec-2413-4b1f-857a-2f4d76ea1362
Jessy,2022-02-23T00:00:00Z,Texas,Houston,7500 Bellaire Blvd,Killed,Deputy Neil Adams,N/A,Unknown,,https://www.houstonchronicle.com/news/houston-texas/crime/article/HPD-Officers-responding-to-police-shooting-at-16942062.php
Jessy,2022-01-27T00:00:00Z,Texas,Houston,2100 block of McGowen St,Injured,Officer Anthony Alvarez,male,Police Self-transfer,Two officers were self-transported and the third officer was taken to the hospital by the Houston Fire Department. Unclear of who was transported by HFD but this should not affect our analysis.,https://www.fox26houston.com/news/3-houston-police-officers-shot-near-downtown-search-underway-for-suspect
Jessy,2022-01-27T00:00:00Z,Texas,Houston,2100 block of McGowen St,Injured,Officer Daniel Hayden,male,Police Self-transfer,Two officers were self-transported and the third officer was taken to the hospital by the Houston Fire Department. Unclear of who was transported by HFD but this should not affect our analysis.,https://www.fox26houston.com/news/3-houston-police-officers-shot-near-downtown-search-underway-for-suspect
Jessy,2022-01-27T00:00:00Z,Texas,Houston,2100 block of McGowen St,Injured,Officer Nate Gadson,male,Ambulance,Two officers were self-transported and the third officer was taken to the hospital by the Houston Fire Department. Unclear of who was transported by HFD but this should not affect our analysis.,https://www.fox26houston.com/news/3-houston-police-officers-shot-near-downtown-search-underway-for-suspect
Jessy,2022-01-05T00:00:00Z,Texas,Houston,9253 Opelika St,Injured,Officer J Seay,N/A,Unknown,,https://www.houstonchronicle.com/news/houston-texas/crime/article/Man-taken-into-custody-after-hourslong-standoff-16754120.php
Jessy,2021-10-16T00:00:00Z,Texas,Houston,4477 North Fwy,Injured,Deputy Darrell Garrett,male,Unknown,,https://www.nbcnews.com/news/us-news/1-deputy-killed-2-injured-ambush-shooting-outside-houston-bar-n1281694
Jessy,2021-10-16T00:00:00Z,Texas,Houston,4477 North Fwy,Injured,Deputy Juqaim Barthen,male,Unknown,,https://www.nbcnews.com/news/us-news/1-deputy-killed-2-injured-ambush-shooting-outside-houston-bar-n1281694
Jessy,2021-05-30T00:00:00Z,Texas,Houston,9757 Pine Lake Dr,Injured,Officer John Brown,male,Ambulance,1:06 in the video.,https://www.click2houston.com/news/local/2021/05/31/off-duty-houston-police-officer-shot-suspect-still-on-the-loose-police-say/
Jessy,2021-01-03T00:00:00Z,Texas,Houston,2900 Travis St,Injured,Deputy Javier Rojas,male,Unknown,Two deputies were transported to Memorial Hermann Hospital and one deputy was transported to Ben Taub General Hospital with non-life threatening gunshot wounds.,https://www.houstonchronicle.com/news/houston-texas/crime/article/Suspect-was-celebrating-birthday-before-Midtown-15848738.php
Jessy,2021-01-03T00:00:00Z,Texas,Houston,2900 Travis St,Injured,Deputy Korean Davenport,female,Unknown,Two deputies were transported to Memorial Hermann Hospital and one deputy was transported to Ben Taub General Hospital with non-life threatening gunshot wounds.,https://www.houstonchronicle.com/news/houston-texas/crime/article/Suspect-was-celebrating-birthday-before-Midtown-15848738.php
Jessy,2021-01-03T00:00:00Z,Texas,Houston,2900 Travis St,Injured,Deputy Troy Vaughn,male,Unknown,Two deputies were transported to Memorial Hermann Hospital and one deputy was transported to Ben Taub General Hospital with non-life threatening gunshot wounds.,https://www.houstonchronicle.com/news/houston-texas/crime/article/Suspect-was-celebrating-birthday-before-Midtown-15848738.php
Jessy,2023-08-16T00:00:00Z,Texas,Houston,13500 block of Homestead Rd,Injured,Deputy Joseph Anderson,male,Ambulance,1:10 in the twitter video.,https://www.fox7austin.com/news/blue-alert-for-terran-green-james-green-harris-county-deputy-shot-suspects-vehicle-found-10-minutes-away
Jessy,2023-05-11T00:00:00Z,Texas,Houston,10202 Forum Park Dr,Injured,Senior Police Officer M Hunter,male,Others,Treated at the scene.,https://cityofhouston.news/suspect-arrested-charged-in-shooting-incident-at-10202-forum-park-drive/
Jessy,2022-02-27T00:00:00Z,Indiana,Indianapolis,1600 block of Lexington Ave,Injured,Patrol Officer Thomas Mangan,male,Ambulance,"""One IMPD officer was shot and was transported to Eskenazi Hospital by Indianapolis Fire Department Engine 3 in serious condition.""",https://www.facebook.com/IMPDNews/posts/315514427278691
Prachi,2021-05-31T00:00:00Z,Indiana,Indianapolis,100 block of S Colorado Ave,Injured,N/A,male,Ambulance,"""emergency medical personnel were already at the scene because of the nature of the initial 911 call."" "" During the shooting, one officer sustained an injury related to a bullet strike to his ballistic vest from crossfire with another officer. The injured officer was taken to an area hospital and has since been released, the summary said.""",https://www.wishtv.com/news/crime-watch-8/police-shooting-investigation-underway-on-east-side/
Jessy,2024-03-24T00:00:00Z,Indiana,Indianapolis,9439 E Washington St,Injured,Officer,male,Ambulance,Fire crews and paramedics were already on scene when the shooting broke out.,https://fox59.com/news/indycrime/impd-bodycam-footage-shows-chaotic-shootout-outside-east-side-bar/
Jessy,2023-10-26T00:00:00Z,Indiana,Indianapolis,2055 Shadeland Ave,Injured,Officer Nicolas Deem,male,Ambulance,The injured officer provided care to the suspect with his colleague until the medic arrived.,https://cbs4indy.com/news/indycrime/im-about-to-die-video-shows-burger-king-shooting-that-killed-suspect-injured-impd-officer/
Jessy,2021-08-22T00:00:00Z,Indiana,Indianapolis,6500 block of Knobstone Way,Injured,N/A,N/A,Police Self-transfer,"That officer took cover, and other police at the scene applied a tourniquet and took the injured officer to Ascension St. Vincent Hospital, where he was stable.",https://www.wishtv.com/news/crime-watch-8/impd-gunman-held-5-hostages-before-police-officer-woman-child-wounded/
Jessy,2021-08-11T00:00:00Z,Indiana,Indianapolis,7545 Bayview Club Dr,Injured,Officer,male,Police Self-transfer,The officer was shot in the leg and took cover while another officer at the scene applied a tourniquet to his injuries before police took him to a hospital.,https://www.indystar.com/story/news/crime/2021/08/11/indianapolis-crime-impd-officer-shot-northeast-site/8103322002/
Prachi,2021-05-29T00:00:00Z,Indiana,Indianapolis,6400 block of Kentstone Dr,Injured,Officer Elizabeth Iversen,female,Police Self-transfer,"""Another officer took her to Methodist Hospital where she was reported to be in good condition, alert and talking. """,https://www.wthr.com/article/news/crime/officer-injured-in-shooting-on-indys-near-northwest-side/531-4b250204-045a-4344-bf19-2a4766bd1ef5
Jessy,2020-04-09T00:00:00Z,Indiana,Indianapolis,1800 block of Edinburge Square,Killed,Patrol Officer Breann Leath,female,Ambulance,0:31 of the video; comissioner stated that IMES (paramedics) responded and transported her.,https://www.indystar.com/story/news/crime/2020/04/09/indianapolis-police-officer-is-shot/5124884002/
Jessy,2019-05-05T00:00:00Z,Indiana,Indianapolis,8801 E 25th St,Injured,Eric Rosenbaum,male,Police Self-transfer,1:19 of video. Another police applied a tourniquet and rushed him to a hospital,https://www.wthr.com/article/news/crime/man-found-guilty-in-shooting-of-impd-officer-in-2019-william-allen/531-0e82eed2-4cff-408b-a6ef-1a37fc9ca799
